Initiator,Recipient
35356,38182
33690,38832
38312,38949
35618,40994
38681,39077
40724,39077
39272,35797
34880,35797
34880,39272
35537,39281
40834,36819
34880,36819
34880,35494
41707,40834
38182,35356
38681,33690
37731,38312
41904,37731
38255,33690
38255,36819
38884,38681
35797,39272
38884,38969
38994,37416
40994,35618
35413,38312
35494,38312
38182,37540
40828,42207
35560,38255
38189,39696
38182,35356
40981,36496
37416,38681
41568,38681
37527,40994
41696,42073
38832,34880
37937,38994
34880,36559
38163,41918
38163,41919
41918,41919
38312,41919
37731,41904
36559,38994
41936,41707
41904,37731
38949,38089
38681,37540
36559,40766
39272,41647
36496,39975
38312,38255
38312,38371
38949,37731
38163,41919
38182,36789
41995,37937
42004,39272
41030,38969
37880,38969
38949,41919
38255,38312
38371,38312
34880,41918
36496,39975
36496,39876
41918,36496
41918,42004
35537,39281
34880,37540
39975,36496
40981,38182
41995,38256
41995,37937
38681,41904
37731,41904
35797,41904
38949,35797
38097,40766
38097,41958
40766,41958
41995,37937
39876,40981
41958,36559
38182,40981
35356,41936
35356,40724
41995,37937
38089,38994
38182,40981
37540,40724
40766,36559
40766,41958
37527,38256
38089,38256
38089,41958
38097,37420
38255,38163
41936,35356
36496,38189
36496,35797
35618,40994
36559,40766
38969,40766
38163,38255
38189,41568
42207,41707
41030,37731
41919,37880
37183,40724
37416,41647
38832,41647
38182,40981
38371,38994
40766,36559
38089,37937
36819,38969
42207,41936
39281,34880
41995,37937
40834,35494
38994,35797
40981,38182
38182,40981
36496,39975
35560,41617
38189,41918
36819,40994
39975,37731
34880,39281
37540,38097
40981,38182
39272,38189
37416,38189
41918,37937
41904,37731
40981,38182
34880,39281
42207,35494
41696,37420
41696,40758
38312,37937
36559,41958
39077,37731
35560,37416
38182,40981
38681,41995
41918,37937
38182,40981
36559,42004
39272,36789
37416,41647
37416,34880
40724,42073
38182,36559
37527,40002
34880,37416
41647,37416
33690,40981
35560,38255
41647,37416
34880,37416
37880,38312
40834,37540
38182,36559
38182,36559
37880,37731
37937,41707
34880,39281
39272,36789
37731,41030
37527,38097
37527,38089
38182,36559
37937,41707
40758,41707
40758,37937
38163,41918
39272,36789
34880,39281
39975,41030
35537,39292
35537,37420
38182,37540
41958,37540
41958,40766
41647,42004
41647,41936
34880,39281
34880,37416
37731,38681
37731,41030
39272,36789
34880,39281
37416,39281
38182,36559
38969,38681
38182,36559
34880,39281
35797,38969
34880,39281
39272,36789
39876,39281
34880,39281
34880,37416
41030,37731
37527,38949
40994,35618
35560,38255
38097,36496
40834,37540
42004,42207
38182,37731
41030,41936
40828,38371
35494,35413
37937,41882
38182,36559
41707,39077
34880,39281
35537,40834
38097,37880
37731,37880
37731,41904
38949,37416
41647,37416
41030,41696
39876,35413
42207,40758
38182,40766
38163,38681
35560,38681
35560,37527
36559,41958
40758,41958
36496,38097
41030,40828
35494,35413
35537,40834
34880,39281
41030,37731
38163,38312
38182,38312
38189,38312
38189,38182
41030,38182
41030,38189
34880,39281
34880,37416
38089,41958
40834,37540
37880,35618
38681,38182
41030,38182
41030,38312
40828,39876
38255,35560
34880,39281
35797,38884
40994,36789
39876,42207
39876,40828
42207,40828
35494,38182
38182,38681
36496,35413
34880,39281
38969,39281
38969,41647
36819,41030
37527,41030
39292,36789
41707,36789
41882,41958
39272,37420
36789,41995
41030,36819
40994,37527
40994,41030
37880,38097
38256,37527
37183,35413
37183,36496
34880,39281
40002,38089
38182,37527
38182,38884
38312,41030
38312,41919
38312,38681
38949,41030
38949,37731
38089,38969
37880,38969
37880,38097
36496,38097
35560,38255
37540,40834
36819,40994
35560,38255
34880,39281
39292,41904
40994,39975
38182,38884
33690,36819
39876,39975
35797,38312
37880,38097
38832,35413
40981,35413
39272,37420
35618,35537
40834,35537
37527,38163
38182,38884
41936,40994
41030,35494
37179,37731
36819,33690
36789,38097
38182,38884
36559,41958
35413,41707
38371,38681
37179,38681
37179,38832
37420,37731
34880,39281
34880,39281
39272,41919
36496,37880
38182,38884
37179,37731
38097,37880
38163,36789
41882,37527
38312,39281
38097,37880
38949,38969
38163,39876
38182,35413
37416,39272
40766,41958
39876,38163
37540,40834
38832,42207
38163,39876
41030,40994
37731,36789
40002,36789
39292,40834
37420,37540
39975,40994
41882,38089
41904,41030
38089,41882
38189,38256
35537,39281
38969,39696
38189,41958
40766,36559
38182,38969
35537,37540
39292,40834
38182,38969
41882,38089
36789,41995
35413,37527
39292,40834
39876,39975
37540,38097
41882,38089
40724,35356
38949,38312
39281,34880
38182,38089
39876,38371
38189,37179
38182,38089
38182,38089
37420,40758
40834,37540
41919,40828
40994,41030
41030,41995
38832,38994
35413,40834
38089,41882
40994,39696
38255,36559
40994,39975
38255,39272
41647,38312
37527,39292
38255,38949
35413,41707
41918,38163
41882,38089
38312,41919
37527,39292
41030,39077
37179,38189
39281,37420
39876,39292
39696,37880
40834,38182
37179,37420
34880,39292
38832,37527
40828,39696
35356,40724
38681,37420
38182,39975
39696,40828
35537,39281
39292,34880
38255,35618
38182,38089
37179,38189
40834,35537
39281,40994
40981,40994
33690,36819
38097,40002
39975,40994
35618,38312
41995,37937
38182,40981
41958,36559
38089,41882
39876,41882
40994,35618
37179,38189
39876,38371
41696,37420
41995,40981
38182,40981
40828,38994
35537,39281
37527,37420
38097,39292
38097,37416
35494,39876
40994,41030
41936,41030
40766,36559
41568,36559
38182,40981
37937,41995
37179,39281
38681,37540
38994,41918
40994,41918
37937,41995
40994,35618
38969,41030
38312,35797
33690,36819
38163,41918
37937,41995
40994,41995
41707,35413
40834,35797
35797,38312
40828,41918
41030,41918
41882,40834
34880,35356
38256,35356
38994,37416
42207,38994
38255,35618
38371,35413
40724,38256
38189,37179
38312,35797
39696,42004
40002,40994
37527,35356
37179,38189
37937,41995
38312,35797
37179,38189
40834,39876
37179,38189
38182,40981
37937,41995
37527,35356
35618,40994
33690,36819
37179,38189
38089,40834
38097,37540
38182,40981
38312,34880
40834,38089
41882,38089
39696,36789
41030,42004
35560,35618
40002,39292
37937,41617
42073,41995
38994,36819
40981,38182
39876,38255
38994,35618
38163,40828
39876,38994
39876,42207
37937,41995
37527,38256
41919,38163
35797,38312
40981,38182
35537,40834
42073,38256
38108,38256
40834,38089
40758,41936
38256,34880
38256,42073
38949,38994
41707,35413
36819,38994
37937,41995
42004,38681
38182,40981
41882,38089
38681,34880
38994,41918
40002,41647
39876,38371
41647,38371
41617,39292
41919,41918
41995,37937
36789,39272
39281,35537
35494,35537
35494,40766
41882,40766
41882,36559
36559,40766
42004,41904
41995,37937
35494,38371
42004,38371
38097,34880
35356,34880
38182,40981
41696,37540
36819,33690
38255,39876
38163,41918
39975,41647
39272,36789
35797,38312
36819,34880
39272,38256
38182,40981
38089,40834
38089,37540
38182,40981
35618,38681
38255,35494
35413,41707
38312,33690
37937,41995
39272,36789
34880,35356
34880,38097
39876,38994
36819,38994
40994,39975
38312,40994
38182,40981
41707,35413
39876,38371
33690,36819
37937,41995
41918,38256
38256,41918
37527,40724
38182,40981
41882,38089
38256,41918
38312,35797
35537,39281
41647,40002
40758,42004
37179,38255
39272,36789
33690,36819
34880,38312
40766,36559
40766,35560
41882,35560
37527,38832
34880,38312
37420,41696
38994,37416
35537,35618
37527,39292
41958,36559
39077,40994
35413,41647
39281,38163
41995,37937
37880,38189
37880,38189
35537,35618
38163,40828
38994,37416
35797,38189
35537,35618
38994,38108
37731,41904
41958,40766
37416,38994
40724,38163
41882,35413
41707,38312
39272,41936
42073,41918
37527,39292
35797,38949
38969,38994
38163,38994
38163,41936
40828,34880
38312,34880
37731,41904
37731,38312
37731,38371
41707,37880
35413,41882
38832,41882
36819,40994
41030,35413
39281,39292
38182,40002
39876,39975
41958,38089
35494,38255
34880,38312
38312,40981
38994,37416
38189,38089
37420,37183
38312,34880
38832,40994
35494,38255
37179,37731
40828,41707
35537,37420
37527,39292
39696,37880
38182,40002
