Initiator,Recipient
36789,38256
40981,33690
38832,34880
38312,34880
40758,36789
38255,35560
37183,36496
35494,38108
37880,36496
38681,35560
38969,38182
41617,38097
40981,38994
38108,36496
35494,38097
38256,35494
37880,38097
39077,38163
39281,38994
38256,39272
38949,38371
39077,38163
33690,38312
36496,38108
38097,37880
40981,33690
38371,34880
38994,38163
37420,35356
35618,36819
41568,35797
38163,36496
41696,36789
41904,37540
35560,37183
37731,38255
38949,38255
36819,35797
38994,38371
35618,33690
35537,37420
38371,38994
38163,36496
38681,33690
39281,41936
41918,41936
37416,38182
39292,36789
36496,38163
41647,39077
38256,37420
39696,37731
33690,35356
36559,37937
38108,37937
37416,39272
34880,38371
39696,37731
41617,35560
38097,37880
35618,38832
35494,38371
38371,41617
37880,38097
35797,37937
41958,40766
40766,41904
41918,38832
38832,40834
40758,37420
38949,34880
36819,39696
39281,39696
38097,37880
37416,39077
36819,39696
35797,37416
38256,39272
38371,38994
37731,39696
36789,39292
36789,39292
38949,39975
40766,36559
41617,35560
33690,34880
38371,38994
38182,38969
39292,39077
38255,33690
40981,38255
39281,35537
36819,35537
35618,37937
40766,39272
36496,38163
38371,38994
38097,37880
33690,38949
35494,38371
35537,37420
41696,36789
42004,35560
36496,38163
40766,36559
35494,38371
37880,38097
35537,37420
35494,38371
38884,36496
38163,39696
38371,39876
35618,38681
37183,34880
38255,37937
40834,38994
42207,39281
39272,37416
35797,38163
37416,41647
35537,37420
42073,37420
36789,39292
38681,37937
38256,35494
38097,37880
39696,37731
38097,37880
38832,42207
37420,35537
39077,39292
35356,38969
35560,41617
38371,38994
37731,39696
39876,40981
37416,39272
39272,37416
37937,38108
38371,38994
38097,37416
38189,37880
35797,38832
38832,34880
38256,40724
36819,38255
34880,38312
41568,35797
37731,38994
38256,40724
38371,39876
38163,39696
36559,38108
37880,36559
35537,38108
38097,35537
38371,38255
41936,39292
37540,38312
35618,35494
38256,37179
38256,37179
41030,37527
38089,36496
35413,40834
37731,38949
42004,41030
38089,36496
38371,38163
38256,39272
35618,36819
38371,36819
38969,37731
37420,38949
38312,35494
38312,38371
38371,38994
35797,39272
37731,35560
37540,39077
38371,38312
37420,39292
37540,37420
38256,39272
35618,40994
38256,39272
38089,38994
36789,39292
36789,41995
39696,37731
37416,40981
41647,40981
41882,38108
38256,39272
37416,38255
35356,36496
37420,38681
41995,38182
38182,36789
38189,38994
34880,38371
38969,38312
39272,38256
38108,35618
42207,38969
35537,37420
35413,37527
41995,40828
41918,40766
42004,41030
41707,41030
38832,34880
37731,36496
35494,38949
41995,40828
39975,40994
40834,36496
42004,41030
37540,38097
36559,38189
38832,41707
38371,38255
40834,36496
38312,33690
35618,39975
40766,38182
38312,41919
35618,39975
38255,38949
39281,38949
35618,37416
39292,41936
38097,38108
38255,33690
40828,39696
40724,40994
40002,39292
41995,37937
33690,38312
36819,38255
41707,38255
41568,35797
38256,37527
34880,40834
38832,40834
35537,38189
38681,37731
42073,41904
35356,33690
38163,41919
40981,36496
41696,37420
39281,35537
38182,35356
36789,38994
38371,34880
36789,40002
41617,35560
37416,33690
37527,38256
38256,37527
35797,39272
38969,38182
37416,38182
38256,37527
34880,40834
38832,40834
35560,41617
35618,39975
35797,39272
41882,38089
38097,38182
36789,40002
38163,37527
36789,40002
37731,35356
41568,41958
39975,38994
40828,40994
37183,35560
38108,35560
40724,37183
42073,36789
40002,36789
35413,41707
38182,40981
37731,34880
38371,38994
35413,35494
35797,39272
38312,33690
39975,38994
40981,41918
33690,34880
38312,41919
38089,38969
40981,39292
40828,41936
38832,34880
38256,37527
41647,42207
35618,39696
38371,38884
36496,40981
35356,38182
38256,37527
37731,37420
38189,39696
38832,39696
36789,39272
41568,41919
38681,41919
36559,40766
35413,40834
42004,41995
41995,42004
36819,33690
41647,39876
40994,39876
42207,40994
41030,40994
40981,38182
38832,37731
35537,40834
35494,38189
35494,39281
38681,35413
37527,38256
35537,40834
38832,40834
41936,35356
38089,41882
38097,41617
40002,41647
37416,39272
41568,38949
39281,34880
41936,35356
39876,39975
39281,34880
38371,40834
42004,36496
37527,38256
37416,35413
36819,40994
35797,38949
38089,33690
38969,38884
40828,38681
41918,36496
41030,42004
38832,41707
38256,37527
36789,39272
39876,39975
38832,35413
38371,38182
37420,37540
38969,33690
36559,38189
