Initiator,Recipient
38705,33030
40730,37831
38956,37831
36294,33002
41210,38699
31332,37830
35502,31459
27993,33915
35671,41089
33030,38705
37844,40541
34839,40637
34839,40637
33030,40541
39035,32062
39269,36294
37831,36850
38412,40080
40108,37443
38699,38747
30953,23042
37830,33915
40547,41210
41089,38180
37831,25888
29417,38814
33030,35721
39278,38705
35502,32164
38180,39302
33792,38021
39085,23042
35671,41089
35502,39925
40541,36389
37977,40730
35502,39577
40108,33199
30388,41261
36241,41261
28680,38021
38705,31725
35721,38814
36294,38828
32164,29417
30953,31332
33116,38971
35502,39925
33116,40108
38828,32062
33116,28372
28680,27993
36389,35721
30953,38747
38828,38049
33002,38049
33002,36294
33792,38021
39302,33915
33002,36294
37847,40541
30953,25888
40173,41010
38180,38956
38699,41089
31459,34713
37830,23042
33792,38021
35532,33899
33792,38021
38956,38412
39001,37443
33002,38049
40080,38814
40547,38093
40108,28372
23042,35502
35721,39302
38093,39035
40080,36850
40547,38862
35532,23042
34919,35721
31332,38093
33915,32164
32062,35502
32924,41210
28372,40108
37977,37830
28680,40204
38747,30953
30953,39302
36294,38049
38021,33792
33030,37847
28372,31332
40341,39035
23042,35502
27993,33915
38180,41089
40950,28372
33030,37844
32062,35502
38971,36241
36241,38971
40730,37831
38956,37831
36294,38828
38828,33002
33002,38049
36389,39035
40239,39001
35532,40764
38059,37844
34919,35721
38705,33030
38412,40080
39577,23042
39085,23042
36850,40541
33915,27993
36294,39085
39001,40239
36850,40541
35532,31725
40262,41088
38049,33002
34713,33002
30953,39302
38093,41261
40173,37831
38705,36678
32924,39035
34839,40637
32164,33030
39302,30953
38747,30953
40239,39001
40541,36850
35532,35502
38699,31725
38699,32924
40080,37443
33116,23042
38049,38705
39577,39085
37298,27993
33002,36294
30953,39302
38747,30953
33915,31332
35721,36850
29417,32164
36389,31725
38412,40080
38021,33792
39001,28372
38828,33199
35721,38753
40950,38956
33116,36678
37830,33915
38412,40080
37831,38752
38753,34919
30953,31332
33002,36294
38956,37831
40730,37831
29417,37298
40050,37831
41010,25888
40173,25888
38862,40547
40080,32062
29417,32164
39278,28680
40541,37844
32062,38956
36241,40204
38862,33030
39035,28680
34919,25888
33792,32164
38705,39278
39278,38705
23042,31459
31459,33915
37844,40541
35532,40764
40262,41088
32062,41088
38180,39302
38021,33792
37443,31725
33899,37298
38828,36241
28372,40108
32062,40262
40262,32062
37298,33899
40764,23042
