Initiator,Recipient
36722,42901
37749,41050
42469,41050
41061,37056
40100,41070
36766,43016
39847,36831
39242,37279
39870,41061
37451,41301
41858,39242
36831,35945
37050,41070
41778,37653
41945,36602
37161,42384
41858,37585
41749,37161
37749,42469
36446,42106
41579,40100
35945,42869
36228,37585
36446,42106
40109,37430
42469,41139
36766,43016
37749,36228
37585,37477
40962,37389
42969,43016
41858,39242
41749,36228
41824,42066
41165,40099
42602,37663
42106,36446
41050,37749
42066,37279
36831,39847
40436,41945
36602,41165
40170,41162
41061,37056
42911,37749
37150,40170
41903,42066
42622,40933
42622,40933
37663,37389
41204,41824
41749,36722
42106,36446
35945,37430
37451,42911
40099,36602
35545,40342
36446,37279
37451,42911
40962,37389
42602,36766
36228,41162
42469,37749
35545,40342
35253,37056
40021,41903
40448,37430
40099,37430
37389,40962
42430,40962
41301,35945
40170,41070
41579,37653
41778,37653
40962,37389
37451,42911
41139,35945
39847,36831
39847,42430
36722,41749
36602,41999
37161,42384
42602,36228
41050,36228
36602,41999
35253,41070
42869,36602
40436,41165
42469,37663
35545,40342
41050,36228
35253,36228
37161,37389
36228,36831
36228,39242
37451,42911
36602,42869
41749,41162
41050,37749
39869,40021
42106,36446
42602,42622
40099,36602
37161,42384
42148,37585
37161,37389
37430,37389
36446,35945
37451,42911
43016,36766
37477,42106
36446,42106
41579,41749
41301,36228
36722,41749
36602,41999
41858,35991
35253,37663
41061,41903
40436,41026
37161,42384
40933,41903
37663,42622
36602,41999
35253,36766
41749,36766
36722,37389
35545,40100
37585,37451
37749,41050
37161,36228
43055,37279
37585,40100
37056,41061
39870,36228
40109,43055
37279,42469
39242,40099
41579,41778
36446,36228
42148,37389
41061,41903
42469,37389
41026,41579
37477,37653
36446,42106
36831,36766
36446,42106
41204,41824
41858,37050
37663,40962
37389,37663
40962,37663
41778,37653
37056,40021
40342,35545
37056,41204
41903,41204
41061,41204
42430,37585
37451,42911
42911,37749
41778,37653
36831,36228
39847,36228
43016,41824
40962,36228
37389,36228
37451,42911
41222,41165
40448,41222
36766,41824
36722,41204
42430,40099
42106,37477
42148,35991
41050,37749
37653,41050
37430,37389
36228,42602
42429,41070
36228,35253
37430,40109
40021,39869
41903,37056
43055,37663
37161,37663
40342,41858
41945,36831
42602,41162
41061,39869
41204,42066
41749,36722
40962,43016
41858,37477
41139,41824
42148,36831
36446,42106
41204,41050
40448,37161
40099,36831
37451,42911
41749,39847
36446,37389
37389,36446
40099,36831
40448,37161
40021,37585
42106,36446
37585,36228
40962,37389
40099,42869
41165,42869
37161,42384
42869,40099
37451,42911
37663,40448
40021,37279
42622,37389
36722,42901
40170,36228
36602,41165
35253,36831
36602,37430
36228,35253
41301,37161
37451,39847
37585,40100
37451,42911
37050,41070
41204,37389
35945,37430
37451,42911
42430,40099
41945,41999
42148,43055
43016,36766
36446,42106
41858,40342
40342,35545
41945,39242
41139,42622
42869,43016
36766,43016
41824,41204
37477,36446
40342,37161
37749,42469
39242,40342
41165,39869
40342,35545
37389,37663
41858,37477
40099,39869
35545,40342
42106,36446
41050,36228
41903,40021
41945,36602
37585,36228
37749,42469
37663,35253
37050,37653
41749,36722
40448,37161
37749,42469
37161,37389
36446,37389
37451,42911
40109,35991
37653,36722
41858,35991
35545,41858
39870,36831
36228,35253
37389,36831
42622,40962
37663,40962
39847,42602
36446,42106
41945,37279
37749,42469
35545,40342
36446,42106
37056,40021
37663,41162
41778,40100
35545,40342
37451,42911
37389,41139
41204,40448
42106,36446
40170,36766
43016,37389
41858,35545
42429,41070
39870,42911
42148,41050
37663,35253
43055,35253
35945,39869
41222,40099
41749,37653
41903,42901
40342,35545
36446,42106
36228,35253
40021,41061
41222,41999
41050,37749
41945,37279
36446,42106
37585,36831
37451,39242
41061,41139
37050,42066
40021,37056
41301,35945
39870,36228
40099,39847
39847,42430
41301,35945
40170,41162
40448,37663
40962,37389
41222,41204
41050,37389
35945,42869
37749,41050
36446,37389
37161,42384
39847,36831
42622,37389
37663,40962
39869,40962
37663,36228
41858,39242
36602,41945
41061,41824
35545,42066
41749,37279
35545,37585
36228,37050
35253,37663
40962,37451
35253,37663
42969,36766
37585,42148
41778,37477
37451,42911
37161,37663
40342,35545
41139,35945
37585,36228
42430,42622
35545,40342
42148,37663
39847,41165
42106,37585
35945,42869
37451,42911
36446,42106
40099,39869
41204,37161
36446,37663
35545,41858
41778,37653
41139,35945
37585,39869
40099,36831
35545,37451
42384,37663
42106,36446
36602,40100
37451,40100
35545,37653
40962,35991
36602,41945
40109,37430
42622,36228
40436,36602
42911,41026
42622,36228
42869,36602
37653,39847
41778,37477
40342,35545
42430,36831
36602,40100
41749,39870
39869,41204
36446,42106
37050,40109
39242,35545
41050,37749
37451,42911
41070,40100
41999,41945
40962,36602
42901,36722
39870,36722
36831,35945
41139,35945
37749,42469
37585,36766
42969,41070
42869,36602
42622,40933
41858,39242
36228,35253
35945,37663
37585,42148
36602,40100
42106,36446
36722,42901
37663,35945
42901,41204
35545,40342
41050,37279
37430,36831
36831,35253
36766,43016
37161,42384
41945,36602
36446,42106
35545,40342
37150,35991
42469,37050
41749,36722
42901,36722
37389,37050
42602,36228
35945,37389
36446,37279
37150,37451
40021,37056
37749,42469
41749,40021
41858,36831
36831,40342
40962,37389
35945,37430
42622,37389
40962,37389
35545,41050
37430,36228
37653,41778
37663,35945
41301,37161
41999,42869
40099,39847
42622,40962
40962,42602
43016,36228
42901,41749
41222,40100
41945,36602
41858,41026
41222,37050
36446,37477
36766,43016
36228,36831
37585,42148
41139,35991
43016,37451
37451,42969
36602,42869
40021,36722
36831,42430
41222,41945
39847,41301
36446,42106
35253,39869
41070,42066
37050,40100
37451,42911
36602,41165
37585,35545
42602,43055
37653,36831
40962,37389
42148,36766
42106,36446
37451,42911
41945,36602
37161,42384
40342,35545
40021,41061
39870,42066
37050,42429
37150,40933
42911,37279
35945,42869
37585,42148
40099,39869
39870,42622
35545,39242
42869,35945
36766,36831
42602,43055
36228,37389
40962,37389
41139,35991
41050,35991
40109,39847
37653,37749
39869,40099
37749,42469
36228,35253
37389,40170
41945,37050
41778,37477
41858,41026
37161,36228
37749,42469
35545,40342
41222,41999
42429,37050
37056,41903
43055,37389
36228,36766
40021,42602
43055,37389
37389,37749
42106,36446
41222,40100
41204,42066
37477,37653
35545,41858
42969,37430
37451,40962
42911,37749
37663,40962
37451,35545
42429,37389
37653,41778
40099,36831
37451,42911
41222,36602
36602,41999
37451,42911
42911,37451
36602,42869
41579,37653
37279,41824
37477,37389
41903,37056
41579,37653
42622,40933
41204,36766
37451,42911
42148,37477
36228,35253
42106,36446
39869,37451
40962,41165
39870,36228
36446,42106
37161,42384
41999,36602
41301,39847
41139,37150
41165,40099
39870,37161
41903,40021
40933,41061
41778,37749
41204,40448
35945,42869
36722,39870
36228,36831
39847,42430
40170,37150
40021,36228
37050,41070
37451,42911
39870,37451
42622,41222
37389,35545
41858,37451
37663,35253
41204,40448
39869,36228
37585,37663
37056,41749
41858,36766
40342,36766
39870,36722
36831,41301
41050,37451
41999,42602
40962,41050
41050,40962
41222,37451
43016,40099
41165,39869
35545,40342
41903,41749
42429,35253
40448,41945
41945,39847
40448,37161
40109,43055
35945,37389
37389,37050
40436,42869
42430,37585
41749,41579
37749,42469
40342,35545
35545,40100
35545,40342
36446,42106
41050,37749
37050,42429
36722,42901
41026,40436
41026,42901
41139,41162
41903,37150
37056,39869
42622,40933
41050,37749
42911,37451
41050,37749
37451,42911
35945,37050
36766,43016
42622,37389
37663,37161
35545,40342
43055,40962
41070,42429
41204,37585
35253,39847
39242,40342
41204,40448
35945,37389
41858,37585
40436,39847
42969,36766
41749,41204
37161,42384
37430,36766
36228,41026
37430,40962
42622,40962
41162,36228
40099,39869
37585,41162
35545,37389
41050,42106
37477,37653
35545,40342
36228,41162
40099,39869
36831,42430
42106,37477
41050,35991
41824,37663
42602,37663
40099,39869
41903,41061
37451,42911
43016,40962
43016,37389
41301,36228
41749,42148
36602,42869
40109,36766
40021,36722
41903,37056
41824,37056
42622,37389
37451,37749
41778,37653
43016,37389
42469,42622
41945,41999
37451,42969
37663,40962
43055,40962
37585,40100
41903,40021
35945,42869
37749,42469
36228,37663
37663,36228
37056,41824
40342,40100
37663,41162
37749,42469
40170,37477
42901,41204
42148,39847
36446,42106
37749,37161
37477,42148
41579,41139
41778,41139
42106,40021
37056,40021
37389,35253
35945,41139
37161,43055
41165,40099
42106,36446
36722,37279
37663,41162
37585,40342
42911,37451
37056,42066
40021,42066
37663,41162
39870,37389
37477,37585
39847,40962
42469,37389
40342,35545
42901,36722
37451,42911
37749,42469
41858,40342
37161,43055
39869,35945
41204,42066
37150,41903
36228,42602
36831,39847
37451,42911
36602,42869
37663,37749
41222,37279
37389,35253
37585,37161
41050,41301
42901,36722
39870,36722
41903,37056
41301,35945
42430,36831
36228,36831
41165,41999
35991,37389
37161,42384
41824,36228
41050,37749
37477,41778
37451,42911
41778,37451
37389,36831
36602,37749
42901,41204
37150,36446
