Initiator,Recipient
41070,37050
41061,41204
37056,41903
41050,37279
42911,37451
41070,37653
41903,37056
37430,37389
43055,35253
43055,37663
41165,41999
37279,41824
37749,35253
36766,37150
42066,41204
41070,37050
40100,37050
42622,41824
40109,42602
41222,40436
41204,42066
36722,41026
36722,42901
41026,42901
41139,43055
40342,41858
42148,41858
42148,40342
39847,41301
39847,42430
41301,42430
41070,37050
42106,36446
36602,42869
41026,41579
36766,39242
40109,42602
37653,41824
37451,37161
42911,37161
37056,41061
42066,36766
42429,41070
42429,37050
41824,36228
41824,42622
36228,42622
35991,37389
36228,37389
40933,40170
41903,42106
36722,36766
36722,41204
37653,41050
37050,41070
43055,37663
41070,37050
40170,40933
37389,39869
37749,36228
36766,43016
42429,40100
42429,37150
40100,37150
41070,37150
41070,40100
40933,41026
39242,40448
42148,41301
36831,42430
41204,42066
37150,40170
39869,41061
42429,37050
41139,37050
40021,39870
40109,42602
43055,42602
40170,40021
40021,37056
37050,37430
37653,41070
37653,41139
41070,41139
41222,41165
41824,37653
39869,35545
36722,42901
41749,42901
42430,35253
36766,42066
41204,42066
41204,37056
41061,37056
41903,37056
41903,41204
42622,36228
36766,42066
41204,42066
41204,37056
41061,41903
42384,37477
40109,43055
41204,37056
41204,36228
41070,37050
37451,42911
42066,42911
40342,39847
41061,40170
36722,42901
36602,41999
37663,40962
36766,37150
42911,37451
40109,42602
35545,39869
41165,36602
37653,41050
42622,40099
40109,42602
37056,41903
41204,42066
36722,42901
41903,37056
41204,42066
42384,37161
37749,42469
41999,40099
40109,42602
39242,42736
43016,36766
36722,39870
41579,42429
41824,36766
41778,37653
40448,42736
36766,37150
41070,37653
43016,41824
37653,39869
42429,37050
41162,37430
40170,37430
37477,41858
41050,41204
37653,41070
37451,36766
42602,40109
36766,42969
36228,41824
42901,36722
39869,37150
37653,41778
42429,37050
37430,42602
42106,42148
42736,42148
37653,41749
41026,41749
40933,41162
37050,41070
37430,41139
37653,37050
42901,36722
41824,35545
41050,42469
41204,40448
37663,41162
40962,36228
41070,37653
40021,37653
40962,43016
36766,43016
42602,43055
41858,42601
42622,41824
42901,36722
37056,36722
37056,41061
40342,42602
41858,35545
41858,42601
42148,35545
37150,40933
43016,36766
37451,42911
42429,41778
36228,42622
37389,42622
36722,37653
37050,37653
37050,41070
36766,37150
40448,41204
41903,41061
41070,37050
37653,41778
40109,42602
37663,40962
36228,41824
41070,37050
37430,37050
43055,41301
37663,40962
42622,41824
37663,41162
39870,41824
40109,42602
41222,41945
37056,41061
40109,42602
40933,41162
41204,41824
36722,37050
40933,41061
36766,36228
36766,43016
36228,43016
42969,37451
41070,37050
37653,37050
37056,41061
40109,42602
37161,42384
37161,43055
36766,35253
36766,42384
41026,41579
40100,42429
42736,42148
40342,40448
37663,41162
35545,42601
41999,41945
41749,42901
41749,36722
42901,36722
37056,41061
37056,40021
35545,40342
41824,43016
42736,39242
39242,35545
36228,36446
41858,37749
41858,39242
36228,39242
42736,40448
41858,42148
36831,41301
35545,42601
36228,41301
36766,43016
36766,37389
41945,36602
42469,41050
37653,36831
41301,37451
36228,41824
42911,42430
36766,43016
41903,37056
37150,40170
37477,43055
42601,41858
35545,41858
35545,37451
37161,42384
43016,37389
41903,41061
37056,41061
37056,40021
37050,42429
35545,41858
42469,41050
35545,42601
37663,41162
37050,41070
36766,42066
37749,42469
36228,42602
42469,37749
37451,42901
40933,41162
36602,41165
42602,40109
42384,43055
39870,41824
36228,41824
36228,42430
41301,42430
36228,37749
37477,37653
41903,37056
41061,37056
41999,41165
41858,42148
41139,37451
35545,42601
42148,41858
43016,41824
36228,41824
42469,37749
41204,40448
41999,41945
37056,39869
40021,39869
40021,37056
41162,40933
41070,37050
42429,37050
37663,40170
35545,41858
36722,39870
40021,41061
39870,36722
41824,43016
42148,42601
43055,42384
36722,42901
41749,42901
41749,41026
42384,37161
37279,42911
41222,40342
39242,41824
37056,41061
41070,37050
37050,37653
42911,37279
37056,41061
36766,43016
36766,41824
42736,40448
42736,40342
36228,40170
41824,41204
40342,41858
37749,42469
40100,41579
37451,42911
42911,37279
41222,40436
37056,41061
41749,41824
41204,41824
41903,36722
42622,40933
40109,41139
42429,37050
41070,37050
41070,37653
37050,37653
36228,41824
37749,42469
36228,37749
41903,37056
37056,40021
37050,41070
40933,41162
40448,42736
40448,39242
37430,41139
36766,43016
35545,37451
37430,40109
37663,43055
42148,41858
41858,41301
36766,37389
39870,41749
41749,36722
36722,42901
36722,41026
41824,37663
41204,39869
42601,42736
43016,36766
35545,42601
41050,41204
37161,42384
39870,36722
41301,42430
40109,42602
41301,36831
41824,39869
40099,41222
37389,36228
37050,42429
43055,37663
43055,35253
36766,43016
40933,41162
40436,41222
41824,40962
37050,42429
35945,43055
37056,37150
36722,41204
35545,40021
40436,41222
41070,37653
40109,42602
36766,42602
36766,41162
37585,36766
41204,39869
39870,41026
36722,41026
36722,39870
40962,41301
41301,42622
36228,42622
36228,37389
40436,40170
40436,40021
40436,37150
40170,37150
42106,37749
37050,41070
39869,41204
41026,36722
40448,42736
42601,42736
37653,37050
37749,40342
41301,40436
42911,42969
37279,42969
41204,42601
41204,42736
42601,42736
40448,42736
36722,41026
41070,37050
37150,37749
36766,43016
36766,41824
42869,43055
40436,41222
42969,42911
42969,37279
40448,42736
41204,42736
39869,37056
37056,41061
40342,41858
35945,37161
42469,37749
41162,36602
42601,41858
39847,37430
41999,41945
41903,41061
37056,41903
42469,37749
42469,42622
37150,41061
37050,41070
43055,40099
41222,41945
36228,42622
41301,41824
36446,42106
40170,37451
41061,42901
41061,37056
36766,43016
41204,41050
37653,35545
37653,35945
37653,42736
35945,42736
39242,42736
37050,41070
41070,42429
42429,37050
41070,41749
40170,41858
37749,41858
37749,42469
37279,42469
36228,42602
42384,39869
40342,35545
41222,35545
40436,41945
42148,37585
37585,36831
41301,36831
37451,42969
42911,42969
37451,42911
42911,37389
42622,40962
41026,39847
39847,36722
42901,36722
37050,41070
40021,41070
36446,42106
40962,37389
40099,40436
41204,41824
43016,36766
36722,42901
36722,41026
42901,41026
37150,37279
41204,37389
41824,43016
36766,43016
42469,41858
41778,41162
37653,42601
35545,39242
41749,41579
37161,42384
37056,41749
35253,37663
41204,41858
35545,42601
37161,35545
42911,37451
37161,37585
41301,37585
41204,39869
41778,41070
37653,42066
41858,40342
40342,37279
40448,41204
41858,42869
39242,42869
39242,42869
39242,42736
37451,42911
36602,41162
41778,41061
43016,40962
42911,37279
37451,37279
42969,42911
40436,37663
40448,41204
39242,37653
37430,36228
40962,36602
36722,41204
36722,42066
37050,42429
41858,40342
39869,40021
42066,41222
37749,36722
42901,36722
42469,42901
42911,37451
37150,40170
42429,41579
40100,41070
40100,37050
37161,42384
35545,41858
35545,41858
35545,41858
35545,41858
42601,41858
35945,42869
36722,42901
36722,41903
41903,42622
42066,35253
42066,37389
37451,42911
42911,39870
37430,41139
37749,42469
42869,41165
37050,41070
37161,42384
35545,41858
35545,42601
41204,41050
41945,41999
36722,42901
35545,40099
41222,40099
41903,37056
41903,39869
39869,40021
37749,42469
37653,41070
40100,40342
36766,43016
40933,41162
41749,41579
42602,40109
40109,43055
42148,37585
35545,40100
35545,41858
40342,41858
40933,41162
37161,42384
42066,41204
42602,40109
39870,37653
42384,36766
42384,37161
36722,41749
41070,37050
37150,40170
37389,41301
37430,37389
35253,42384
36602,40962
42601,37477
42622,42430
41824,37279
43016,37389
37451,40100
35545,37585
39870,36722
43016,36766
36766,41824
43016,41824
42384,37161
41061,37056
37056,41903
