Initiator,Recipient
40834,35537
38189,38312
35413,34880
38312,38949
38371,38312
36789,38182
38371,36496
38255,38371
41707,35494
36789,40002
33690,38312
35618,39975
40994,39975
36819,38371
38255,34880
35618,36819
39281,38832
41958,38108
42004,41918
38681,37937
39272,41707
40758,41696
38108,38949
35494,38371
38312,39281
38832,33690
41958,41568
35413,38108
37420,36496
39876,40135
38255,38832
38371,37731
37420,37731
37880,37731
35494,40724
36819,38255
38371,38949
40828,35413
39975,37416
37420,35537
38097,36496
35618,36819
40834,41707
36819,38255
39281,38994
37880,37731
38312,33690
36819,36789
38108,37416
38371,41647
35413,34880
35618,39975
35494,38256
39876,39696
37183,38994
41696,37420
41904,42073
40766,36559
38255,34880
41568,40828
35537,38949
40834,38182
38097,38994
41995,36789
38163,38189
41918,40135
37420,35537
39272,36496
38371,38189
39876,40135
40758,40002
35537,37527
39975,35618
41904,35560
38189,34880
37179,35797
41568,35797
38255,37937
38097,38108
37416,33690
35797,34880
38832,35413
40834,35413
36559,41958
41647,39696
37420,35537
36819,37527
41707,42207
42004,39975
37420,39292
40758,39292
38256,38255
36819,38371
35356,38182
41617,38089
38097,38108
36496,35537
38108,40766
41958,35797
38371,38255
35618,39975
42004,40135
38255,34880
38371,36789
37183,36496
41995,38182
40834,35413
38832,35413
38255,36819
41568,35797
37183,38994
33690,34880
38097,40981
36559,40981
35618,33690
38255,34880
40766,38949
36789,38949
38371,35537
36789,40002
33690,37731
40828,34880
36819,34880
33690,38312
38681,37880
40766,37880
40828,36559
38312,39281
38189,35797
41707,40135
39696,39876
35494,38256
42073,35797
37937,35537
38255,33690
41904,37731
41918,40135
38089,41882
40758,41995
37420,36789
38949,38255
38256,35356
34880,38255
38312,33690
40828,34880
41617,35560
41882,38089
42073,35356
38097,33690
35494,38256
37731,37880
35797,38108
38312,40828
38312,39975
38949,38255
38681,37731
38884,36496
38255,34880
33690,38994
38097,41617
42073,40724
38681,35356
38256,35356
39281,37527
34880,35618
36789,40002
38949,34880
35618,39975
41617,37179
38949,34880
40766,35797
37880,37527
42073,35356
36819,37540
38097,37420
38163,40981
36819,39696
38182,35537
39975,41919
41995,37527
37420,35494
41707,36496
40828,38994
38189,37527
35797,41568
35560,38312
37731,35537
38189,35560
38089,34880
36559,37731
38371,35560
37540,37527
33690,35413
40981,35413
38949,36819
36819,38255
37880,34880
38097,38256
35618,38163
41617,37731
37731,38189
36789,41995
36789,33690
38089,34880
37880,40135
36559,40766
37420,35537
38371,38255
41568,40828
37420,38089
39077,39876
38256,35356
38089,37937
38371,38312
36819,40981
38089,34880
38371,35537
41696,35537
35797,41568
38108,37527
41647,35537
41904,35494
39975,35618
41918,38163
35413,38182
38371,38182
38089,38255
36559,38255
35494,38312
37183,37420
41918,38994
35560,41568
38312,33690
36559,35797
40766,35413
38182,35494
40758,38097
37420,35537
38832,37527
41919,38163
37540,37880
37420,35537
36819,38255
38108,41568
40828,34880
37731,38182
38089,38108
42073,40758
41030,38182
36789,40002
38255,33690
38097,33690
40002,37527
38256,35537
38371,35560
41958,35560
37731,35537
37420,35537
38256,38097
38089,38182
40758,40002
40135,40828
41617,39272
38182,35356
37540,36496
40834,35537
37420,38949
40135,33690
37540,36789
41919,40834
38681,38256
37731,37880
40994,39975
35413,41707
37731,38255
37540,39975
35618,38371
38189,37527
40828,38681
38371,36496
36789,40002
37540,39077
38089,41882
36559,38108
40828,39876
41707,40135
40766,38949
36496,35356
40758,37420
36789,41995
40002,37420
38312,35494
35797,35494
38182,35494
38371,38994
37880,37731
39975,36496
38371,36496
41647,37416
37731,35537
38163,37527
37731,36496
41936,39876
41918,40994
36819,38255
35797,37527
36789,40002
38949,37416
41918,38312
39975,39876
35494,38256
38108,37527
38884,36559
39272,35797
39281,35537
36789,40002
39272,37527
41995,35494
33690,34880
38371,36789
39975,38994
38097,38994
41707,36496
40758,42073
35797,37527
41707,35494
38182,39975
40994,39975
38832,38182
38255,37179
35560,34880
37731,37540
37420,38097
38256,38097
40758,37420
38255,34880
37179,35356
38371,38949
36789,40002
38371,39975
35618,39975
38089,38108
41882,38108
40758,37420
41707,35494
37527,37420
38089,41882
38681,37731
36789,40002
42207,41936
39975,38994
34880,35797
41696,38681
39876,40135
41030,37731
38182,35494
37420,35537
41936,40724
35560,37179
37416,38994
38108,37179
38371,37731
38097,35356
38108,37179
35797,34880
38108,37731
41030,39876
41918,41995
39975,39876
38371,37731
41647,35413
38884,35537
38371,38949
37420,37416
35560,41568
38255,39975
33690,37880
40724,38256
36819,38371
41568,38255
38371,35560
38256,36789
38884,38097
38189,37527
35797,38949
40724,35356
37183,38108
38681,41030
37416,34880
38097,33690
38108,37527
38371,38255
36789,40766
37179,35560
41617,35560
35797,34880
40135,33690
37540,39077
38089,34880
36789,33690
42073,37420
38097,35537
38108,41882
38089,41882
39696,39876
37183,38994
37937,35537
33690,34880
36819,34880
35413,40834
40981,38163
37731,37540
41030,37540
37731,41707
40834,38256
39281,38994
39975,39876
35618,39975
38371,39975
40766,37731
38089,34880
36789,40002
39975,40135
38371,37416
38949,34880
37540,36496
38089,37183
38256,35537
37880,33690
35560,37179
39272,35356
37416,38994
33690,34880
38189,38097
41030,39077
37937,38681
37731,37880
42004,38255
38371,38994
38949,34880
39975,40135
41958,36559
38097,35356
38255,37416
40981,41030
36819,35618
36496,37183
41936,35494
40766,37420
41918,34880
35356,36496
35413,41707
39696,35618
35618,39975
36819,39975
38681,35494
41918,40135
40002,36789
42073,40002
36789,40002
37540,37420
38371,38182
35797,37937
41568,37179
41617,35560
39876,35413
37416,33690
39281,33690
42073,34880
40758,40002
41617,39272
40758,37420
38256,42073
40002,38182
37416,36496
36559,38255
38681,38256
38949,38371
39975,40135
40981,33690
37731,35537
38371,38312
39975,40135
38255,37416
40834,35494
37880,33690
39975,40135
38163,34880
38371,35618
36819,33690
38163,38994
39975,40135
38256,35356
36789,37937
38097,35356
37540,35537
36496,37731
37420,38097
39975,40135
35560,41617
38189,37937
38108,37937
41030,40724
39077,37183
41995,41647
35413,34880
35797,38949
35494,38256
38312,39281
39272,35356
41882,41696
40994,39975
36819,34880
38969,38832
37527,35413
37731,41030
38108,35494
40758,36789
41904,35537
41936,39975
39876,39975
38884,33690
38371,37179
38089,41882
38255,34880
41030,38681
38163,38994
39975,39876
42004,41936
38189,37937
38969,40981
38255,38832
37731,37880
38371,36819
41696,38256
38312,40834
41918,40828
37420,35537
40758,37420
38312,37527
37420,38371
38256,38097
38312,38681
39975,38994
37937,38108
39077,37880
41568,40834
35494,39975
38371,39975
41904,37731
38182,38256
42073,35356
35797,38089
40758,39281
35618,39975
36496,39975
40135,41936
38312,38163
41617,39272
38371,37416
38312,33690
36819,34880
38097,37880
37420,38255
37731,38255
39281,35537
36789,41995
38969,33690
37880,33690
38312,35413
38832,35413
36819,37416
39281,35537
40981,33690
38884,34880
38969,38371
38182,37527
41904,39975
35618,40994
36789,41995
38097,38182
38255,34880
38371,34880
38969,41030
41919,42207
40002,33690
33690,36789
38189,41882
38163,37527
38371,38255
38371,37731
34880,36819
41919,38832
38097,41617
38371,37527
37880,33690
38255,33690
36496,37183
37420,38256
35560,37179
39975,39876
38256,35537
37420,37731
36496,37183
39272,35356
38371,38182
36496,35537
37420,38969
38256,35494
37183,36496
38371,37527
38255,37527
38108,37416
38312,38097
38255,38994
33690,34880
39281,35413
41707,35494
39876,39975
40135,39975
38097,38969
38312,39281
37420,35797
36559,37937
38163,40981
38884,40981
37527,38189
35356,34880
37420,39292
36559,37937
38182,38108
38189,37731
37420,35537
38884,38163
37416,33690
36819,34880
38371,36819
36819,40994
37420,36789
38969,39876
38256,35356
41919,38312
39281,35537
35560,38108
37731,38108
38832,35413
40981,35413
38089,37527
38681,37937
39292,36496
37540,36496
37731,41030
36789,37527
40002,36496
38832,37527
41919,41904
38255,35413
40981,35413
40834,38994
33690,40981
40981,33690
37416,36496
41958,41568
36559,41568
36819,34880
41919,38163
40002,36789
37731,36496
36789,41995
38969,39876
38312,38163
38097,37420
37731,36819
41030,39975
40994,39975
40135,35618
41904,37880
38832,35537
42207,40135
41995,39876
36819,34880
39281,35537
40981,35537
40002,36496
38371,38182
40766,36559
40828,38994
42073,38256
37183,40135
37540,36496
41617,35560
40981,35537
38371,39975
37731,41030
38163,38994
40828,42207
40994,38163
35797,38255
41995,40002
38089,34880
40828,39272
40828,42207
37179,35560
35560,41617
38163,38255
38312,39281
41568,38108
33690,38969
38371,36819
35413,40834
38681,37540
37540,38681
37937,37527
38108,37527
37937,37179
37420,35537
36496,37731
38189,38108
40002,36819
37540,36789
39975,38994
41707,40981
41696,37937
38189,35797
37540,40002
40994,38681
38832,35413
40002,37420
37731,37880
38312,39975
39077,37183
40834,38994
38255,38994
34880,37183
38256,35356
36559,35356
36789,40002
38949,37527
38089,41882
38163,41919
38097,38994
35618,40994
38163,40834
41882,37527
38108,37179
41030,37731
38312,34880
38949,34880
36819,35618
37183,37937
33690,34880
38371,39975
41904,39272
36559,37731
40834,35413
38089,33690
41882,39272
38312,38994
36819,34880
37420,38256
37420,35537
39975,38994
39272,35356
37540,38681
36819,34880
37731,35537
38371,37416
38371,35618
37731,41030
38312,38681
41919,39272
37416,38994
37179,37420
36819,40994
34880,38312
37420,35537
38884,36496
38255,38994
38163,41919
41919,38163
38312,39281
41995,36789
40834,39272
36819,40135
40828,39876
37540,36496
41995,39975
40981,39975
38255,33690
38969,37416
35537,35356
40828,42207
38097,38182
38163,41919
40828,41919
41918,34880
37420,35494
38097,35618
35560,38949
38089,41882
39281,35537
38832,35537
40981,35413
38182,35356
38097,35537
38312,35537
41882,37937
38371,35618
35356,34880
39077,37183
38371,34880
37731,38108
