Initiator,Recipient
37663,37749
37430,41139
41139,41026
35545,39869
41204,41061
41070,37050
40448,39847
39847,40448
36446,42106
37477,37161
37663,35253
41222,40448
42066,41204
41204,36722
42429,37050
37050,41070
35545,39869
42430,37389
36602,41165
41070,41579
36722,39870
37161,42384
41749,42901
39870,39869
42066,42148
37389,42969
37050,41070
37430,41139
36766,43016
35545,39869
42901,36722
36228,41301
37451,42911
36766,43016
37056,41903
40342,40448
42148,37477
37430,36831
36831,37430
42901,36722
37050,41070
40448,37161
35545,41139
39870,41301
41070,37050
42066,35253
37663,35253
41204,41050
37050,41070
36602,42869
37749,36722
41749,37749
39870,37653
41858,41050
40170,37150
39847,40448
37050,37451
35945,42869
41858,35545
37389,36228
41204,42066
37451,37663
42429,41070
35945,42869
37663,37749
42969,36228
37451,42911
37161,42384
42106,37477
37430,41139
37653,41070
42622,40099
40962,41579
41165,41026
39242,40342
40170,37056
42106,37477
37430,41139
41222,40436
41999,36602
41858,41204
41070,37653
37477,42429
42601,41204
37451,40962
40962,37451
42869,40436
42429,41070
36766,37150
40109,42602
42622,37389
37050,41070
42106,36446
42430,37389
35945,42869
37749,41050
41222,40099
40342,37161
43055,42602
42601,41162
42430,41824
42901,36722
41858,40342
37430,37749
40170,41061
41139,37389
37389,37050
37050,37389
42469,37430
40962,37663
36228,37056
41903,37056
41903,39870
41222,40448
41139,37389
42106,40109
39869,41165
37663,40962
41999,36602
43016,37161
37749,42469
40448,39847
36722,41903
39870,41903
36228,37389
41301,43055
42869,35945
37749,42469
40021,41903
41204,35991
37050,41070
42901,37653
36722,37389
41301,35945
39869,42066
39870,41824
36446,42106
37663,35253
42148,40962
41050,37279
36446,42106
41858,40342
37161,35945
37451,36766
42601,37477
41050,37749
41858,40342
41061,41903
35253,42066
42869,35945
41165,36602
36602,41165
41026,36722
42901,36722
39847,36831
41050,37749
37653,37749
36722,39870
41579,42429
37050,41070
37150,37056
37663,35253
42622,36228
37430,41139
42601,37451
37161,37749
41050,37749
42430,36766
42430,41824
41749,37389
35945,42869
41579,37653
37663,43055
40448,40100
40100,40448
37451,42911
41858,35991
40436,37663
37150,39869
39847,41165
40109,42602
40021,42066
41945,41999
41858,35991
42469,37749
35945,37150
35545,41858
37663,40962
36766,42622
37451,42911
42430,41824
37161,40448
35545,40100
42106,37477
41050,37430
40933,41162
37451,37389
37749,41050
42601,37477
41579,37050
41945,41824
36228,37389
41204,36722
42901,36722
36446,36228
35545,40342
37663,37749
40109,42602
42869,41999
37056,41061
41204,37389
41824,36228
40109,42602
42429,41070
41858,35545
41070,37050
39847,42430
42736,42148
37477,41778
42106,36446
42148,40170
41903,41061
43016,37389
37389,35253
36228,42602
41061,40021
37161,36766
