Initiator,Recipient
39110,36605
41625,35694
35694,40638
36861,36394
40627,36518
42080,36518
36501,41062
36394,35510
36114,39753
42131,36341
39687,35510
40941,36182
42080,36182
41932,36420
40768,36657
36196,40598
40536,36369
36605,40207
35281,36892
36369,36828
35281,36828
36892,35281
36308,42080
40757,42080
36182,41225
35694,40638
40598,40757
41625,35421
39110,36605
41173,40941
41863,36892
36182,41225
36504,35281
36415,36657
36879,36473
40792,41173
38877,39643
39668,41721
41734,40769
36892,41863
41863,36892
41062,41243
40598,36879
36394,41084
39753,36285
39874,36011
36182,41225
41537,38993
39687,40638
42131,36341
40626,36341
39999,36657
40757,39874
40768,40888
35692,35510
40536,39243
35694,40638
41685,36420
40074,40598
40598,36415
39874,38891
40207,40888
36341,36384
41685,36308
40599,36196
39111,36196
38877,35510
36501,36892
41838,36449
36518,41784
40625,36114
36308,35692
35281,36369
36196,40598
41785,36973
41625,35694
42131,36341
35421,38877
40207,38877
39873,39843
40627,36308
36308,39687
36828,38891
40564,38908
39967,36308
41880,40941
40599,36420
39999,36369
36657,35694
40599,38891
40627,38891
36182,42080
40800,36501
42040,36501
36828,38686
41627,36406
40888,38877
36196,40598
36341,42131
36415,36879
40599,39687
40207,36473
35694,40638
36892,41863
36828,36003
35421,40207
36518,38809
42080,36182
41537,36379
36308,35692
41880,40768
36003,36369
36196,40598
36308,36828
40627,36518
35694,35281
35281,36892
38809,39873
40757,38809
40564,40769
41084,41537
41084,36379
40792,38908
40667,36473
39800,38993
38891,40074
36501,36518
36657,41932
39874,36182
40628,40536
40536,36308
39243,36285
36406,36374
35281,36973
40902,41084
36861,40902
36605,39110
39753,39999
36892,41863
36879,36003
41243,36003
41537,36379
39110,38877
36861,36114
35281,35510
40598,39668
36828,36003
40628,40626
39668,36449
36501,36003
36504,39687
36003,39873
36369,39873
40626,39687
39843,36369
36973,36504
36504,36973
39967,36341
36657,36828
38809,39873
36518,41784
36861,36379
39843,35510
36182,41225
39243,40074
40598,40536
36196,40598
36605,40207
38993,40888
36394,36406
36341,42131
36374,42131
40902,41537
36518,41784
40627,41784
40025,36379
36011,40207
39843,35510
39110,36605
40598,36473
35694,38908
42080,36182
36892,36828
36828,36892
36892,36341
36892,42131
35281,36504
36511,36504
41243,36114
41705,40536
40536,35421
38877,41734
36285,40599
35694,40638
39753,36196
41930,35510
41627,40598
36341,42131
36518,41784
40627,41784
39999,36657
38686,40889
41537,40902
40628,39668
41721,39668
39110,38891
40768,41062
41062,39999
36511,39753
39999,40536
35421,40207
39643,39800
36861,40902
41217,36657
35281,36369
38877,36369
40757,36511
40626,40888
38877,35510
40888,35510
36973,36504
36511,35281
40536,36369
36394,35510
36011,38877
39843,40769
40599,36420
36341,42131
39999,35281
36406,39668
40598,39668
40792,38993
40757,38809
40598,36511
36511,40207
35694,40638
36501,36828
39243,36828
35281,36861
41930,41734
36384,39111
36196,40536
40599,39243
39753,36003
40598,36657
35694,40638
38686,40638
40207,35421
40598,41217
40025,40123
39687,36114
36501,36828
41062,36657
36285,38891
40025,36384
36379,41537
36504,39967
39243,39967
36285,36308
41173,36341
35281,39843
36196,35510
39843,35510
39668,40598
36415,36406
39874,36182
36518,41784
39243,36879
40536,36973
41062,36973
39111,36003
41225,41930
36182,39874
35281,36182
35510,38891
36511,38891
41537,36861
36285,35510
39800,39110
36504,39967
41785,39843
36415,36518
36308,41243
40598,36196
36973,35421
36504,35281
41784,41225
40800,36114
35421,36511
35281,36892
35281,36879
36892,35281
40207,40888
36285,35510
35694,40638
40769,39643
39873,40941
35421,38891
36861,36415
41084,36384
40207,41625
35281,36892
40628,40599
40628,36879
36861,36379
36182,39874
40207,36473
36114,39753
41784,36518
39110,36003
41863,41625
41685,36973
40757,36114
36285,40599
36518,40627
40625,39668
41537,40902
36114,36605
41243,40627
36374,41243
40757,36384
36420,35510
40902,41537
39753,39873
41627,41062
36828,36504
36504,39967
36511,36003
40207,35421
36369,40536
39753,36449
39843,40769
35281,36504
36518,41084
36892,41863
40123,36892
38877,41838
41863,41838
39874,36657
36379,36861
42080,36182
36420,41685
40536,36879
36394,36369
35692,35510
40757,39110
39800,39110
36308,36511
40902,40768
39110,39800
38877,39643
41537,39643
42131,36341
36308,36828
41627,35510
36406,40598
36511,39873
40800,40074
42040,40074
36501,39753
39874,36285
41537,36379
36501,36828
40599,39843
39843,39111
41243,36003
41880,36114
41685,36973
36657,35510
40768,41734
39843,39843
36605,36341
36285,38809
40025,36308
36501,36828
35510,38891
36973,36449
36501,36657
39643,40941
36892,41173
36973,36504
35694,35281
39668,36657
41062,36657
36501,36518
40627,36518
36003,39111
36379,39111
39110,36605
40902,39967
41173,39967
41062,36369
39999,38891
40902,39800
41225,40889
38809,35421
39110,39643
39110,40564
36182,39874
35281,36369
40792,40625
39668,36879
40598,36511
36420,36003
41173,36285
35694,39800
42131,36341
36196,40536
36379,41537
36374,38891
41785,36973
36196,36828
36605,35421
40627,40599
36182,39874
41225,39874
36394,35510
36196,40598
36196,35692
40564,41838
40207,41734
40888,41734
41685,39843
40769,35510
40536,36511
41225,39874
40638,35421
41062,36657
41932,36657
35281,36449
41784,36518
36379,41537
36374,40792
41880,36114
36285,41243
38809,40757
36394,41084
40536,40598
40768,40628
36973,36011
36504,36449
36518,40627
36341,42131
40074,36114
41062,39999
41173,36657
39687,35510
39687,38809
39111,36003
36504,35694
40889,38891
41062,39800
41537,39800
36501,36518
36384,41838
39753,40074
39843,35510
36892,41863
39967,36504
41225,40757
42080,36182
36011,38877
41930,41784
40769,40941
38809,35510
39873,35510
40941,38908
40564,36892
41734,39800
39753,36657
40074,40800
40800,40074
41627,39110
40025,36406
40757,41225
40123,36449
40564,36892
41173,36892
36379,41537
38908,41930
36285,36011
39643,35421
40598,36196
42080,38908
36285,40627
40769,38877
36415,36518
36511,36657
36861,36657
36892,41863
36449,40667
36879,36828
41785,40888
36501,40074
39967,40598
36379,36861
41784,36518
36511,38891
40207,38891
35694,38686
40536,36196
39843,40207
40074,36114
39668,41721
36285,35510
35281,36973
36657,40207
36605,40207
41625,40888
40889,39643
40627,36518
40536,35421
35281,36973
36501,36828
38993,36114
41225,36182
36182,42080
39800,40902
36511,36879
41685,36420
36420,35421
35281,36892
36861,36379
39243,39967
36341,42131
41084,36504
36473,39843
39687,36449
40889,40757
40769,41734
40564,39967
39753,36114
36657,36518
41062,36518
36892,41863
41173,35421
41863,35421
36605,40207
39687,36605
39873,38809
36308,38891
38908,38993
36308,35692
40536,39753
36511,39873
40628,39668
36341,42131
41784,41225
36406,38993
40599,36420
36182,41225
41880,36114
39753,40123
39967,40536
39999,39800
36114,41880
40599,39874
41537,36379
36394,36374
35694,41625
38686,38877
40598,36879
36114,39687
36003,39111
40888,35281
40757,39110
36406,36449
36308,36828
40769,38877
38809,39874
36182,39874
36879,40628
36406,36394
36394,40599
39243,39874
39843,35510
39111,36003
36501,36518
40902,36861
41625,35694
36473,35694
40598,38891
36657,35510
36011,35510
36114,39753
36657,40769
40564,41838
35692,35510
35694,35510
41627,39800
36605,36420
41734,41786
39800,41786
42080,38908
35281,36511
35510,36011
42131,36341
39753,36473
36182,39874
35510,39843
36285,35421
41243,36003
36973,36504
36657,41932
39843,35510
39800,39843
41225,39874
39753,38891
39243,36657
35281,36892
40123,36449
42131,36973
36605,40207
39668,36828
40800,35694
41225,36182
40626,42040
40564,36892
36384,36420
36605,36182
42080,36182
40026,40025
39753,36114
35281,36973
36308,38891
39687,40025
38809,40025
40026,39643
36196,40598
35510,40888
36182,39874
36308,38891
41685,36973
40536,36657
40769,41734
40025,38809
36892,41863
39843,35510
40074,36114
