Initiator,Recipient
41903,41061
41903,41061
41903,41061
43055,42602
43055,42602
43055,42602
41070,37050
41070,37050
41070,37050
37451,42911
37451,42911
37451,42911
36446,42384
36446,42384
36446,42384
37653,41050
37653,41050
37653,41050
43016,41824
40170,37150
36831,40342
41162,37150
37430,40109
40100,41070
42106,36446
37585,37749
36722,42901
41579,41778
35253,37653
42602,43055
40933,37663
42901,36722
36722,41749
43055,42384
42869,41999
41026,36722
42901,36722
39869,37056
41945,36831
43055,42384
35545,41858
42429,41070
42106,40170
36722,41050
42901,41050
40099,40436
42066,36766
41999,41579
41945,40436
41749,42901
36766,43016
36766,43016
41945,40436
41945,40436
37749,42469
37749,42469
36766,43016
36766,43016
41999,41945
41999,41945
42066,41824
42066,41824
41204,41824
41204,41824
41204,42066
41204,42066
42430,36831
42430,36831
41903,41061
41903,41061
39242,41999
39242,41999
41778,41579
41778,41579
41050,37749
41050,37749
37056,41139
37056,41139
42901,36722
42901,36722
35545,41858
35545,41858
41050,42911
40342,35545
40099,39869
36446,42106
36722,35545
37653,39869
41903,41061
37663,40933
42901,41749
41749,36722
36722,41026
42148,36831
40436,41222
42911,42901
42901,36722
37389,36228
42622,40962
40962,41824
42901,36722
43016,36766
42066,37389
40170,37150
42869,40099
41222,42869
37451,42911
37050,42429
37279,40170
41026,41749
42602,43055
36766,43016
37430,41139
35545,37279
39870,37653
39870,36722
42911,37451
40100,41579
37653,41778
36831,39847
42066,40109
43016,42430
41824,37389
37749,37161
37749,37150
37161,42602
36446,42106
37389,40962
41165,42869
41139,40170
41903,41061
37056,41824
37585,40170
36831,40170
41778,41579
42901,41026
41061,42066
41204,42066
41222,40099
41204,37056
37389,37056
42148,41050
42901,36722
39870,37389
37150,41162
42429,41579
36228,39242
41903,41061
41061,41749
41903,41749
41858,40342
42430,40962
43016,41824
43016,41824
43016,42066
36766,35253
37056,41204
37150,41204
41204,41824
40962,36228
41778,37477
37663,43055
41301,37056
42106,36446
42148,37477
41945,41999
41050,37389
43055,37430
42969,43016
36766,43016
42106,43055
37663,43055
37663,37663
37749,41139
41999,36602
42602,43055
37430,43055
37430,41139
36766,43016
39242,35545
37161,42622
41162,43055
42602,43055
36602,39847
37653,41778
40100,41778
40100,37451
40436,41222
36602,41999
37749,42469
36602,41999
43055,37663
40962,37389
40962,42430
41824,41301
42969,43016
36228,42602
42901,41026
42622,40933
40109,41139
42106,40021
40100,42911
37389,37749
37056,37150
41903,40021
35545,41858
36722,42602
41824,42602
41301,39870
42429,37050
41579,41749
41139,43055
37451,42911
40100,42911
36228,41162
41903,42148
42602,42384
37050,37653
42622,41824
42148,40342
43055,37430
36722,41026
41999,41945
42430,36831
41204,42066
41824,37430
40021,41903
40109,37430
39870,41026
41070,37050
41070,41903
40170,37056
37150,37056
37150,37056
37150,37056
36228,42622
42602,42622
42602,41824
40170,37056
39242,42148
41858,42148
42602,36228
36722,42901
41749,42901
41778,40100
41999,36602
41945,41222
42602,36228
39870,41824
42469,37749
36722,42901
43016,36766
37451,37056
42911,37056
42911,41301
41070,41050
41050,36766
39870,40962
41824,42622
36228,42622
37389,40962
36722,41749
41824,42469
41749,39870
41139,41749
42384,37749
37663,37150
37663,43055
41061,39869
36831,37161
36831,41139
41070,37050
42429,37050
42429,41579
37150,40933
41945,41999
